FECHA,x,y,MCARI_OSAVI,CI_green,NDRE,NDVI,MCARI_OSAVI_RE,MTCI,TCARI_OSAVI,CCCI_simpl,GNDVI,CCCI,RVI,CIred_edge,TCARI_OSAVI_RE,Altura_PTA,SPAD,N_TOTAL,NO3-NH4,M.O.,P2O5 mg/kg,P2O5 kg/ha,%Humedad,% ARENA,% ARCILLA,% LIMO,CLASE TEXTURAL
10/20/17,673265,2834696,0.364412207,3.023778338,0.172106656,0.484067198,0.547186626,0.887081006,2.124832001,0.529809492,0.58981366,0.372378012,3.237409244,0.419283059,4.621496506,164,50.7,3.28,30.5702775,2.887106052,110.693296,415.09986,18.39981554,64.04,21.96,14,FRANCO ARCILLOSO ARENOSO
10/20/17,673292,2835107,0,6.551512833,0.230845049,0.833258774,0.768841419,0.705921754,2.1364852,0.730254872,0.764500897,0.276642035,11.09810562,0.603618792,6.85678669,195,32.7,2.65,27.17358,2.957792442,17.902096,67.13286,14.5885571,79.32,14.68,6,FRANCO ARENOSO
10/20/17,673299,2835143,0.095799064,6.049752846,0.221174455,0.805911112,0.958345554,0.689271952,3.059144144,0.697253869,0.74982208,0.273849272,9.402510796,0.573237728,8.829390144,200,29.9,2.68,28.87192875,2.550377321,38.934768,146.00538,17.32516374,81.32,12.68,6,FRANCO ARENOSO
10/20/17,673310,2835152,0,6.333573265,0.224421904,0.816574667,1.018082826,0.692314446,3.04615098,0.708335824,0.759462392,0.27454211,9.970375938,0.58187603,9.209864883,220,32.3,2.99,32.26862625,1.476239521,25.325392,94.97022,20.11070111,81.32,14.68,4,FRANCO ARENOSO
10/20/17,673477,2834933,0,7.34773962,0.242589437,0.826307905,0.937477503,0.763469975,2.570206099,0.770332718,0.785622706,0.293543837,10.58203541,0.643458608,8.296881065,215,45.8,3.53,57.7438575,2.01708,64.297696,241.11636,19.25914299,67.32,22.68,10,FRANCO ARCILLOSO ARENOSO
10/20/17,673502,2834948,0,7.634869385,0.2477452,0.840532565,0.855412865,0.774526,2.18970223,0.787926812,0.791700878,0.294822967,11.60046749,0.661812208,7.555943832,270,46.9,2.95,35.66532375,2.149402597,22.85096,85.6911,19.14403292,67.32,22.68,10,FRANCO ARCILLOSO ARENOSO
10/20/17,673511,2834959,0.014564399,7.038384247,0.229874235,0.833392978,0.752619371,0.705819862,2.091542668,0.72694196,0.778140006,0.276239649,11.15440304,0.60055033,6.966276989,215,46.7,3.39,25.47523125,2.622204,11.716016,43.93506,20.6405694,65.32,24.68,10,FRANCO ARCILLOSO ARENOSO
10/30/17,672955,2834806,0.009739979,4.911257172,0.279750947,0.825697811,0.21330704,0.937464886,0.521131187,0.719915352,0.710424736,0.026668012,10.51193386,0.778281965,1.532123222,263,45.5,2.83,30.5702775,0.940927629,21.613744,81.05154,20.46250876,61.32,23.04,15.64,FRANCO ARCILLOSO ARENOSO
10/30/17,672970,2834814,0.005327267,5.350650177,0.298489977,0.840810199,0.203624861,1.014709337,0.470699313,0.795263283,0.727770622,0.02582185,11.59033699,0.851794004,1.472882576,260,36.7,2.8,30.5702775,1.544574511,36.460336,136.72626,21.77833048,63.32,23.04,13.64,FRANCO ARCILLOSO ARENOSO
10/30/17,672994,2834849,0.018145222,5.174493372,0.295707062,0.845792525,0.201067913,0.994258065,0.457698299,0.784073427,0.720686317,0.024718777,12.02405363,0.840748705,1.443110712,283,39.4,3.07,35.66532375,1.24567824,53.78136,201.6801,22.34636872,65.32,19.04,15.64,FRANCO ARENOSO
10/30/17,673005,2834861,0.013850965,5.247784748,0.295423375,0.842762778,0.216305904,0.996875184,0.495362157,0.782932756,0.723749099,0.025180704,11.82958569,0.840082574,1.56136754,280,35.5,3.08,37.3636725,1.478009592,72.3396,271.2735,20.71615435,65.32,20.68,14,FRANCO ARCILLOSO ARENOSO
10/30/17,673039,2834891,0.011888334,5.22233366,0.307274417,0.835126903,0.219071599,1.072760341,0.505763528,0.830584714,0.72291853,0.027576919,11.1511615,0.890042267,1.570078144,280,47,2.92,50.9504625,2.618538047,88.423408,331.58778,23.94312796,67.32,18.68,14,FRANCO ARENOSO
10/30/17,673049,2834903,0.002285695,5.921220756,0.316045214,0.860652417,0.225705356,1.086796579,0.48342796,0.86585128,0.747406253,0.023695339,13.36509213,0.928256375,1.672274053,253,41.3,3.01,33.966975,1.611408029,48.213888,180.80208,23.92935982,67.32,20.68,12,FRANCO ARCILLOSO ARENOSO
10/30/17,673171,2834584,0.013593003,5.233253777,0.309059529,0.82694057,0.202934368,1.091852132,0.476224415,0.837762479,0.723403338,0.029297336,10.58111095,0.895207152,1.448620595,252,44.8,3.17,30.5702775,0.940927629,21.613744,81.05154,22.40282686,63.32,23.04,13.64,FRANCO ARCILLOSO ARENOSO
10/30/17,673189,2834605,0.095482948,3.673777437,0.25517302,0.717838111,0.229835751,0.950455213,0.630740864,0.621089749,0.647035594,0.041921091,6.117337189,0.686129625,1.553397636,249,47.7,2.9,30.5702775,1.544574511,36.460336,136.72626,22.57136535,60.04,23.24,16.72,FRANCO ARCILLOSO ARENOSO
10/30/17,673229,2834632,0.110847812,3.445644026,0.25353379,0.691923947,0.24011089,0.980370014,0.655319281,0.614498551,0.630423949,0.045719139,5.635947361,0.682355611,1.593704915,254,43.4,3.01,35.66532375,1.24567824,53.78136,201.6801,23.29367564,60.04,23.24,16.72,FRANCO ARCILLOSO ARENOSO
10/30/17,673239,2834643,0.018704035,5.228054434,0.310058307,0.823813312,0.234378289,1.100967079,0.546719808,0.84177848,0.723132551,0.02994018,10.37010729,0.899053615,1.670042008,262,46.7,2.77,49.2276015,1.477714286,118.116592,442.93722,25.69948187,64.04,23.24,12.72,FRANCO ARCILLOSO ARENOSO
10/30/17,673261,2834678,0.093920183,3.708051195,0.258148578,0.727605851,0.235796319,0.951453767,0.638965721,0.633054199,0.649040282,0.04058748,6.388463688,0.697229333,1.590778656,240,44.7,3.16,46.2441105,3.563508,134.819008,505.57128,22.4523959,62.04,21.96,16,FRANCO ARCILLOSO ARENOSO
10/30/17,673268,2834695,0.00764463,5.075148559,0.297730628,0.837259275,0.218077851,1.016170579,0.504490791,0.792210007,0.716935107,0.026364926,11.30426989,0.849333772,1.555611783,249,39.9,2.87,23.867928,0.805543131,74.814032,280.55262,23.72840691,64.04,21.96,14,FRANCO ARCILLOSO ARENOSO
10/30/17,673281,2835115,0.006615203,5.213445449,0.298446846,0.839528957,0.235638934,1.019347608,0.54186303,0.795089847,0.722331139,0.026019944,11.47351036,0.853746641,1.696943653,272,39.8,2.65,26.851419,1.343645084,19.139312,71.77242,19.47502117,79.32,14.68,6,FRANCO ARENOSO
10/30/17,673287,2835125,0.008184607,4.935626965,0.290524561,0.832397142,0.25222477,0.984152594,0.589008281,0.763235071,0.711235416,0.026537469,10.95281582,0.82031188,1.793294153,290,35.7,2.49,23.867928,1.410263684,24.088176,90.33066,19.05543399,81.32,12.68,6,FRANCO ARENOSO
10/30/17,673316,2835142,0.016886886,4.720440922,0.278669853,0.818443046,0.240869421,0.940277524,0.589511595,0.715568366,0.702121396,0.027818802,10.03064606,0.773493743,1.708868227,288,35.3,2.87,22.3761825,1.410545455,23.469568,88.01088,19.24519456,81.32,14.68,4,FRANCO ARENOSO
10/30/17,673490,2834917,0.01728653,5.16068594,0.306074007,0.827791982,0.21152016,1.076003661,0.496080871,0.825757968,0.720586805,0.028864718,10.62433411,0.883903821,1.509068718,266,43.2,3.26,22.3761825,1.007733813,48.213888,180.80208,23.04023227,67.32,22.68,10,FRANCO ARCILLOSO ARENOSO
10/30/17,673516,2834936,0.012350389,5.173223991,0.309591216,0.837423747,0.213769021,1.079000843,0.487800775,0.839900339,0.720850065,0.027398264,11.31219349,0.897506912,1.520444508,272,43.3,3.25,22.3761825,0.469806349,17.283488,64.81308,22.37640937,67.32,22.68,10,FRANCO ARCILLOSO ARENOSO
